usgs_site_no,n_candidates_500m,assigned_gis_channel,assigned_chandeg_km2,assigned_nhd_totdasqkm,pct_assigned_vs_nhd_tda,usgs_da_km2,usgs_da_source,nhd_gage_pick_id,nhd_gage_pick_totdasqkm,nhd_gage_pick_rule,nhd_local_pick_id,nhd_local_pick_areasqkm,nhd_local_pick_rule,readme_match_rule,assigned_eq_nhd_gage_pick,distance_only_gis,distance_only_km2,distance_only_pct_vs_nhd,distance_only_rule,match_usgs_areac_gis,match_usgs_areac_km2,match_usgs_areac_pct_vs_nhd,match_usgs_areac_rule,min_areac_in_band_gis,min_areac_in_band_km2,min_areac_in_band_pct_vs_nhd,min_areac_in_band_rule,match_nhd_tda_at_crosswalk_gis,match_nhd_tda_at_crosswalk_km2,match_nhd_tda_at_crosswalk_pct_vs_nhd,match_nhd_tda_at_crosswalk_rule,nhd_gage_pick_gis_gis,nhd_gage_pick_gis_km2,nhd_gage_pick_gis_pct_vs_nhd,nhd_gage_pick_gis_rule,nhd_local_pick_gis_gis,nhd_local_pick_gis_km2,nhd_local_pick_gis_pct_vs_nhd,nhd_local_pick_gis_rule,best_alternate_strategy,best_alternate_pct_vs_nhd
02296750,3,222,3405.5869704,,,3831.924312580882,meta_drainage_area_sqkm,15000700033482,3036.01379949,da_distance,15000700033482,3.00579998,local_da_distance,da_distance,,5904,3.2623496,0.10585197491745241,distance_only,223,3399.3212309,12.198110115406946,match_usgs_areac,2203,0.5260686,93.08459619931934,min_areac_in_band,5904,3.2623496,0.10585197491745241,match_nhd_tda_at_crosswalk,5904,3.2623496,0.10585197491745241,nhd_gage_pick_fallback_dist,5904,3.2623496,0.10585197491745241,nhd_local_pick_fallback_dist,distance_only,0.10585197491745241
02297000,4,722,184.38206129999998,174.14029989,5.881327536744477,332.46068211037607,meta_drainage_area_sqkm,15000700082207,174.14029989,da_distance,15000700046304,1.56349999,local_da_distance,da_distance,True,753,183.2348515,5.921487107969353,distance_only,734,183.55538209999997,5.9086599800423025,match_usgs_areac,769,183.1886734,5.921611718893501,min_areac_in_band,734,183.55538209999997,5.9086599800423025,match_nhd_tda_at_crosswalk,753,183.2348515,5.921487107969353,nhd_gage_pick_fallback_dist,769,183.1886734,5.921611718893501,nhd_local_pick_gis,,
02297100,1,625,312.1234673,289.74049981,7.725177358594271,332.46068211037607,meta_drainage_area_sqkm,15000700021498,289.74049981,da_distance,15000700021498,1.5719999900000001,local_da_distance,,True,625,312.1234673,7.725177358594271,distance_only,625,312.1234673,7.725177358594271,match_usgs_areac,625,312.1234673,7.725177358594271,min_areac_in_band,625,312.1234673,7.725177358594271,match_nhd_tda_at_crosswalk,625,312.1234673,7.725177358594271,nhd_gage_pick_gis,625,312.1234673,7.725177358594271,nhd_local_pick_gis,,
02297105,5,215,3440.7240061999996,,,3831.924312580882,meta_drainage_area_sqkm,15000700009401,3364.4368994,da_distance,15000700081687,1.8987,local_da_distance,,,615,314.0203928,7.673499262477451,distance_only,213,3758.7564642,11.720224708934841,match_usgs_areac,4383,3.6236257,194.41222781930446,min_areac_in_band,615,314.0203928,7.673499262477451,match_nhd_tda_at_crosswalk,213,3758.7564642,11.720224708934841,nhd_gage_pick_gis,615,314.0203928,7.673499262477451,nhd_local_pick_fallback_dist,distance_only,7.673499262477451
02297153,2,632,87.71854219999999,59.19119988,48.195242498605,100.49818651704904,meta_drainage_area_sqkm,15000700020085,83.63359992,da_distance,15000700056023,2.25969999,local_da_distance,da_distance,False,3118,31.782329800000003,33.25477462674009,distance_only,2954,120.0522933,392.10835237300586,match_usgs_areac,3118,31.782329800000003,33.25477462674009,min_areac_in_band,3118,31.782329800000003,33.25477462674009,match_nhd_tda_at_crosswalk,3118,31.782329800000003,33.25477462674009,nhd_gage_pick_fallback_dist,3118,31.782329800000003,33.25477462674009,nhd_local_pick_fallback_dist,distance_only,33.25477462674009
02297155,10,603,125.5828044,89.1130999,40.92518893510067,300.9085169861849,meta_drainage_area_sqkm,15000700056297,89.1130999,da_distance,15000700056297,3.31330001,local_da_distance,da_distance,True,612,121.53089920000001,42.86105484419757,distance_only,610,121.5960918,42.82402707229714,match_usgs_areac,5461,0.5794904,0.2082968902461549,min_areac_in_band,4901,0.6627921000000001,0.001188895630316727,match_nhd_tda_at_crosswalk,612,121.53089920000001,42.86105484419757,nhd_gage_pick_fallback_dist,612,121.53089920000001,42.86105484419757,nhd_local_pick_fallback_dist,min_areac_in_band,0.2082968902461549
02297220,2,903,101.4352601,98.41040002,3.0737199314150256,224.3569405560601,meta_drainage_area_sqkm,15000700008579,98.41040002,da_distance,15000700068795,2.70530001,local_da_distance,da_distance,True,7029,0.42284689999999997,1.597052013242562,distance_only,903,101.4352601,3.0737199314150256,match_usgs_areac,7029,0.42284689999999997,1.597052013242562,min_areac_in_band,7029,0.42284689999999997,1.597052013242562,match_nhd_tda_at_crosswalk,903,101.4352601,3.0737199314150256,nhd_gage_pick_gis,7029,0.42284689999999997,1.597052013242562,nhd_local_pick_fallback_dist,,
02297251,5,491,329.47920359999995,288.90210013,14.045278124229998,436.0802596501188,meta_drainage_area_sqkm,15000700008841,288.90210013,da_distance,15000700020669,1.54890002,local_da_distance,da_distance,True,492,328.023234,14.117782023625342,distance_only,492,328.023234,14.117782023625342,match_usgs_areac,4591,0.7850283,10.48708299915432,min_areac_in_band,4591,0.7850283,10.48708299915432,match_nhd_tda_at_crosswalk,492,328.023234,14.117782023625342,nhd_gage_pick_fallback_dist,499,327.86025240000004,14.126275453544421,nhd_local_pick_gis,,
02297272,3,1220,41.903491100000004,38.65259999,8.4105367060458,42.946585817548,meta_drainage_area_sqkm,15000700044733,38.65259999,da_distance,15000700056742,0.80260005,local_da_distance,da_distance,True,1238,41.3891934,8.515139426314953,distance_only,1238,41.3891934,8.515139426314953,match_usgs_areac,1346,41.0532701,8.614867514011685,min_areac_in_band,1238,41.3891934,8.515139426314953,match_nhd_tda_at_crosswalk,1238,41.3891934,8.515139426314953,nhd_gage_pick_fallback_dist,1238,41.3891934,8.515139426314953,nhd_local_pick_fallback_dist,,
02297290,6,886,74.21732229999999,72.67609991,2.1206729473769133,75.43358146753565,meta_drainage_area_sqkm,15000700092772,72.67609991,da_distance,15000700068465,1.41900001,local_da_distance,da_distance,True,927,74.085126,2.118771133173932,distance_only,886,74.21732229999999,2.1206729473769133,match_usgs_areac,8890,0.047083599999999996,2.316182572614115,min_areac_in_band,7928,0.2272689,0.11846256028468694,match_nhd_tda_at_crosswalk,886,74.21732229999999,2.1206729473769133,nhd_gage_pick_gis,945,74.06611149999999,2.1197285787499016,nhd_local_pick_gis,,
02297310,2,333,565.7374229000001,516.23729985,9.588637447232703,627.9560024184627,meta_drainage_area_sqkm,15000700092763,516.23729985,da_distance,15000700092763,2.61289999,local_da_distance,da_distance,True,338,563.1360545,9.63966171651804,distance_only,338,563.1360545,9.63966171651804,match_usgs_areac,1307,23.722886600000002,1.6714025317775563,min_areac_in_band,1307,23.722886600000002,1.6714025317775563,match_nhd_tda_at_crosswalk,338,563.1360545,9.63966171651804,nhd_gage_pick_fallback_dist,338,563.1360545,9.63966171651804,nhd_local_pick_fallback_dist,min_areac_in_band,1.6714025317775563
02297345,3,181,4465.8180039,4007.49659929,11.43660121112017,4599.151207517376,meta_drainage_area_sqkm,15000700008330,4010.0518993,da_distance,15000700008331,0.5764,local_da_distance,da_distance,False,4266,2.4610231,0.40779005301284843,distance_only,183,4463.273679,11.37311207677004,match_usgs_areac,4266,2.4610231,0.40779005301284843,min_areac_in_band,3834,2.4836595,0.33469141117700174,match_nhd_tda_at_crosswalk,4266,2.4610231,0.40779005301284843,nhd_gage_pick_fallback_dist,183,4463.273679,11.37311207677004,nhd_local_pick_gis,distance_only,0.40779005301284843
02297350,7,166,4468.1875762,4013.29919928,11.334524398320681,4599.151207517376,meta_drainage_area_sqkm,15000700020270,4021.35979928,da_distance,15000700020272,0.84260003,local_da_distance,,False,166,4468.1875762,11.334524398320681,distance_only,165,4476.2506412,11.311866249855226,match_usgs_areac,5257,0.7352284,0.6748473322586235,min_areac_in_band,3665,7.843945300000001,0.008227404281366311,match_nhd_tda_at_crosswalk,165,4476.2506412,11.311866249855226,nhd_gage_pick_gis,166,4468.1875762,11.334524398320681,nhd_local_pick_fallback_dist,min_areac_in_band,0.6748473322586235
02297460,7,58,4596.7855413,4131.59959935,11.259221295867698,5746.509142333588,meta_drainage_area_sqkm,15000700008493,4131.59959935,da_distance,15000700020432,0.68800001,local_da_distance,da_distance,True,6748,0.6772794000000001,0.02650125691929308,distance_only,58,4596.7855413,11.259221295867698,match_usgs_areac,7704,0.6455885000000001,0.2155433195689305,min_areac_in_band,6748,0.6772794000000001,0.02650125691929308,match_nhd_tda_at_crosswalk,58,4596.7855413,11.259221295867698,nhd_gage_pick_gis,2724,3.5874075,0.1222932781143738,nhd_local_pick_gis,distance_only,0.02650125691929308
02297600,1,2718,165.60747909999998,153.71659989,7.73558562868885,198.1594209755774,meta_drainage_area_sqkm,15000700021819,153.71659989,da_distance,15000700021819,2.35779997,local_da_distance,da_distance,True,2856,152.9329384,2.620202822216875,distance_only,2856,152.9329384,2.620202822216875,match_usgs_areac,2856,152.9329384,2.620202822216875,min_areac_in_band,2856,152.9329384,2.620202822216875,match_nhd_tda_at_crosswalk,2856,152.9329384,2.620202822216875,nhd_gage_pick_fallback_dist,2856,152.9329384,2.620202822216875,nhd_local_pick_fallback_dist,distance_only,2.620202822216875
02297635,4,1863,221.57085510000002,202.58810002,9.37012345647448,247.11337708765703,meta_drainage_area_sqkm,15000700093511,202.58810002,da_distance,15000700093511,4.16980005,local_da_distance,da_distance,True,1957,217.4075791,9.57032649350947,distance_only,1863,221.57085510000002,9.37012345647448,match_usgs_areac,5784,2.297136,0.10280321987915285,min_areac_in_band,5784,2.297136,0.10280321987915285,match_nhd_tda_at_crosswalk,1863,221.57085510000002,9.37012345647448,nhd_gage_pick_gis,1863,221.57085510000002,9.37012345647448,nhd_local_pick_gis,min_areac_in_band,0.10280321987915285
02297733,1,7776,0.3015161,0.31070000000000003,2.9558738332796977,639.845180240423,meta_drainage_area_sqkm,15000700083497,0.31070000000000003,global_closest,15000700083497,0.31070000000000003,global_closest,distance_only,True,7776,0.3015161,2.9558738332796977,distance_only,7776,0.3015161,2.9558738332796977,match_usgs_areac,7776,0.3015161,2.9558738332796977,min_areac_in_band,7776,0.3015161,2.9558738332796977,match_nhd_tda_at_crosswalk,7776,0.3015161,2.9558738332796977,nhd_gage_pick_gis,7776,0.3015161,2.9558738332796977,nhd_local_pick_gis,,
02297875,1,6331,67.4852741,67.21800001,0.39762279443041826,168.4531837235658,meta_drainage_area_sqkm,15000700095966,67.21800001,da_distance,15000700011914,66.77250001,local_da_distance,da_distance,True,9192,67.03798,0.39758881270020446,distance_only,9192,67.03798,0.39758881270020446,match_usgs_areac,9192,67.03798,0.39758881270020446,min_areac_in_band,9192,67.03798,0.39758881270020446,match_nhd_tda_at_crosswalk,9192,67.03798,0.39758881270020446,nhd_gage_pick_fallback_dist,9192,67.03798,0.39758881270020446,nhd_local_pick_gis,,
02298110,2,772,429.87047550000005,413.39219999,3.986111859488077,639.845180240423,meta_drainage_area_sqkm,15000700022570,413.39219999,da_distance,15000700082986,12.56009999,local_da_distance,,True,905,161.2069742,5.6038182674144075,distance_only,889,161.3654286,5.5970085322589425,match_usgs_areac,905,161.2069742,5.6038182674144075,min_areac_in_band,889,161.3654286,5.5970085322589425,match_nhd_tda_at_crosswalk,905,161.2069742,5.6038182674144075,nhd_gage_pick_fallback_dist,905,161.2069742,5.6038182674144075,nhd_local_pick_fallback_dist,,
02298123,8,683,639.7320036,614.73429998,4.066424082862031,983.561968929096,meta_drainage_area_sqkm,15000700082545,614.73429998,da_distance,15000700070438,5.800400000000001,local_da_distance,da_distance,True,700,638.8772553,4.073162884717773,distance_only,683,639.7320036,4.066424082862031,match_usgs_areac,8073,5.7949036000000005,0.09475898213916589,min_areac_in_band,8073,5.7949036000000005,0.09475898213916589,match_nhd_tda_at_crosswalk,683,639.7320036,4.066424082862031,nhd_gage_pick_gis,8073,5.7949036000000005,0.09475898213916589,nhd_local_pick_gis,,
02298124,7,699,639.6894472,614.69169997,4.066712993069548,983.561968929096,meta_drainage_area_sqkm,15000700058521,626.38689987,da_distance,15000700070438,5.800400000000001,local_da_distance,,False,699,639.6894472,4.066712993069548,distance_only,683,639.7320036,4.066424082862031,match_usgs_areac,8073,5.7949036000000005,0.09475898213916589,min_areac_in_band,8073,5.7949036000000005,0.09475898213916589,match_nhd_tda_at_crosswalk,699,639.6894472,4.066712993069548,nhd_gage_pick_fallback_dist,8073,5.7949036000000005,0.09475898213916589,nhd_local_pick_gis,,
02298170,1,533,723.5552839999999,695.17909984,4.081852312092068,983.561968929096,meta_drainage_area_sqkm,15000700033241,695.17909984,da_distance,15000700033666,5.17439999,local_da_distance,,True,536,720.8425447,4.098588728177112,distance_only,536,720.8425447,4.098588728177112,match_usgs_areac,536,720.8425447,4.098588728177112,min_areac_in_band,536,720.8425447,4.098588728177112,match_nhd_tda_at_crosswalk,536,720.8425447,4.098588728177112,nhd_gage_pick_fallback_dist,536,720.8425447,4.098588728177112,nhd_local_pick_gis,,
02298202,1,450,977.2443922,929.89559983,5.091839597763027,983.561968929096,meta_drainage_area_sqkm,15000700057519,929.89559983,da_distance,15000700057519,1.01010001,local_da_distance,,True,450,977.2443922,5.091839597763027,distance_only,450,977.2443922,5.091839597763027,match_usgs_areac,450,977.2443922,5.091839597763027,min_areac_in_band,450,977.2443922,5.091839597763027,match_nhd_tda_at_crosswalk,450,977.2443922,5.091839597763027,nhd_gage_pick_gis,450,977.2443922,5.091839597763027,nhd_local_pick_gis,,
02298300,1,38,5755.8178701,5229.50399912,10.064317209979485,5942.172875903385,meta_drainage_area_sqkm,15000700067573,5229.50399912,distance_only,15000700067573,2.27529999,distance_only,da_distance,True,38,5755.8178701,10.064317209979485,distance_only,38,5755.8178701,10.064317209979485,match_usgs_areac,38,5755.8178701,10.064317209979485,min_areac_in_band,38,5755.8178701,10.064317209979485,match_nhd_tda_at_crosswalk,38,5755.8178701,10.064317209979485,nhd_gage_pick_gis,38,5755.8178701,10.064317209979485,nhd_local_pick_gis,,
274319081452000,2,765,161.87700999999998,172.48100006,6.1479177743121145,57.16063555396789,meta_drainage_area_sqkm,15000700094785,172.48100006,da_distance,15000700094785,1.44659999,local_da_distance,da_distance,True,7579,0.0968835,1.3425626210708537,distance_only,763,163.15822690000002,6.102469575918641,match_usgs_areac,7579,0.0968835,1.3425626210708537,min_areac_in_band,7579,0.0968835,1.3425626210708537,match_nhd_tda_at_crosswalk,7579,0.0968835,1.3425626210708537,nhd_gage_pick_fallback_dist,7579,0.0968835,1.3425626210708537,nhd_local_pick_fallback_dist,,
280242081531600,6,5304,7.8828797999999995,7.8847000099999995,0.02308534246948463,159.4730888687525,meta_drainage_area_sqkm,15000700045800,7.95200001,da_distance,15000700033570,6.08650003,local_da_distance,,False,6108,6.8977462,0.013826228069803149,distance_only,4333,7.9000834,0.043228949199727154,match_usgs_areac,7871,0.8040429,0.030217715473777565,min_areac_in_band,6108,6.8977462,0.013826228069803149,match_nhd_tda_at_crosswalk,6108,6.8977462,0.013826228069803149,nhd_gage_pick_fallback_dist,6108,6.8977462,0.013826228069803149,nhd_local_pick_gis,,
280441081520200,1,9317,13.7438815,8.93599996,53.80350896957703,159.4730888687525,meta_drainage_area_sqkm,15000700009684,8.93599996,da_distance,15000700009684,8.93599996,local_da_distance,,True,8320,0.8837228,0.4230465957164346,distance_only,8320,0.8837228,0.4230465957164346,match_usgs_areac,8320,0.8837228,0.4230465957164346,min_areac_in_band,8320,0.8837228,0.4230465957164346,match_nhd_tda_at_crosswalk,8320,0.8837228,0.4230465957164346,nhd_gage_pick_fallback_dist,8320,0.8837228,0.4230465957164346,nhd_local_pick_fallback_dist,distance_only,0.4230465957164346
280531081520500,1,3582,5.5631074,4.62019998,20.40836812435985,159.4730888687525,meta_drainage_area_sqkm,15000700081951,4.62019998,global_closest,15000700081951,0.23070001,global_closest,,True,3946,5.1982096,22.19293473726241,distance_only,3946,5.1982096,22.19293473726241,match_usgs_areac,3946,5.1982096,22.19293473726241,min_areac_in_band,3946,5.1982096,22.19293473726241,match_nhd_tda_at_crosswalk,3946,5.1982096,22.19293473726241,nhd_gage_pick_fallback_dist,3946,5.1982096,22.19293473726241,nhd_local_pick_fallback_dist,,
280531081520501,1,3582,5.5631074,4.62019998,20.40836812435985,159.4730888687525,meta_drainage_area_sqkm,15000700081951,4.62019998,global_closest,15000700081951,0.23070001,global_closest,,True,3946,5.1982096,22.19293473726241,distance_only,3946,5.1982096,22.19293473726241,match_usgs_areac,3946,5.1982096,22.19293473726241,min_areac_in_band,3946,5.1982096,22.19293473726241,match_nhd_tda_at_crosswalk,3946,5.1982096,22.19293473726241,nhd_gage_pick_fallback_dist,3946,5.1982096,22.19293473726241,nhd_local_pick_fallback_dist,,
280557081512300,1,5157,2.0408926,2.04089997,0.0003611151995882507,159.4730888687525,meta_drainage_area_sqkm,15000700070177,2.04089997,global_closest,15000700070177,0.8444,global_closest,,True,5157,2.0408926,0.0003611151995882507,distance_only,5157,2.0408926,0.0003611151995882507,match_usgs_areac,5157,2.0408926,0.0003611151995882507,min_areac_in_band,5157,2.0408926,0.0003611151995882507,match_nhd_tda_at_crosswalk,5157,2.0408926,0.0003611151995882507,nhd_gage_pick_gis,5157,2.0408926,0.0003611151995882507,nhd_local_pick_gis,,
